Title,Authors,Abstract,Link,publication
Exact analytical solution of the peristaltic nanofluids flow in an asymmetric channel with flexible walls and slip condition: application to thecancertreatment.,"Abdelhalim Ebaid, Emad H Aly, Abdelhalim Ebaid, Emad H Aly","In the cancer treatment, magnetic nanoparticles are injected into the blood vessel nearest to the cancer's tissues. The dynamic of these nanoparticles occurs under the action of the peristaltic waves generated on the flexible walls of the blood vessel. Studying such nanofluid flow under this action is therefore useful in treating tissues of the cancer. In this paper, the mathematical model describing the slip peristaltic flow of nanofluid was analytically investigated. Exact expressions were deduced for the temperature distribution and nano-particle concentration. In addition, the effects of the slip, thermophoresis, and Brownian motion parameters on the temperature and nano-particle concentration profiles were discussed and further compared with other approximate results in the literatures. In particular, these results have been obtained at the same values of the physical examined parameters that was considered in Akbar et al., ""Peristaltic flow of a nanofluid with slip effects,"" 2012. The results reveal that remarkable differences are detected between the exact current results and those approximately obtained in the literatures for behaviour of the temperature profile and nano-particles concentration. Accordingly, the current analysis and results are considered as optimal and therefore may be taken as a base for any future comparisons.",https://pubmed.ncbi.nlm.nih.gov//24151526/,2023
Mechanism and its regulation of tumor-induced angiogenesis.,"Manoj Kumar Gupta, Ren-Yi Qin, Manoj Kumar Gupta, Ren-Yi Qin","Tumor angiogenesis is the proliferation of a network of blood vessels that penetrates into cancerous growths, supplying nutrients and oxygen and removing waste products. The process of angiogenesis plays an important role in many physiological and pathological conditions. Solid tumors depend on angiogenesis for growth and metastasis in a hostile environment. In the prevascular phase, the tumor is rarely larger than 2 to 3 mm(3) and may contain a million or more cells. Up to this size, tumor cells can obtain the necessary oxygen and nutrient supplies required for growth and survival by simple passive diffusion. The properties of tumors to release and induce several angiogenic and anti-angiogenic factors which play crucial roles in regulating endothelial cell (EC) proliferation, migration, apoptosis or survival, cell-cell and cell-matrix adhesion through different intracellular signaling are thought to be the essential mechanisms during tumor-induced angiogenesis. Tumor angiogenesis actually starts with tumor cells releasing molecules that send signals to surrounding normal host tissue. This signaling activates certain genes in the host tissue that, in turn, make proteins to encourage growth of new blood vessels. In this review, we focus the mechanisms of tumor-induced angiogenesis, with an emphasis on the regulatory role of several angiogenic and anti-angiogenic agents during the angiogenic process in tumors. Advances in understanding the mechanisms of tumor angiogenesis have led to the development of several most effective anti-angiogenic and anti-metastatic therapeutic agents and also have provided several techniques for the regulation of cancer's angiogenic switch. The suggestion is made that standard cytotoxic chemotherapy and angiogenesis inhibitors used in combination may produce complementary therapeutic benefits in the treatment of cancer.",https://pubmed.ncbi.nlm.nih.gov//12800214/,2020
Is carcinogenesis a form of speciation?,"Peter Duesberg, Daniele Mandrioli, Amanda McCormack, Joshua M Nicholson, Peter Duesberg, Daniele Mandrioli, Amanda McCormack, Joshua M Nicholson","Since cancers have individual clonal karyotypes, are immortal and evolve from normal cells treated by carcinogens only after exceedingly long latencies of many months to decades-we deduce that carcinogenesis may be a form of speciation. This theory proposes that carcinogens initiate carcinogenesis by causing aneuploidy, i.e., losses or gains of chromosomes. Aneuploidy destabilizes the karyotype, because it unbalances thousands of collaborating genes including those that synthesize, segregate and repair chromosomes. Driven by this inherent instability aneuploid cells evolve ever-more random karyotypes automatically. Most of these perish, but a very small minority acquires reproductive autonomy-the primary characteristic of cancer cells and species. Selection for autonomy stabilizes new cancer species against the inherent instability of aneuploidy within specific margins of variation. The speciation theory explains five common characteristics of cancers: (1) species-specific autonomy; (2) karyotypic and phenotypic individuality; (3) flexibility by karyotypic variations within stable margins of autonomy; (4) immortality by replacing defective karyotypes from constitutive pools of competent variants or subspecies generated by this flexibility; and (5) long neoplastic latencies by the low probability that random karyotypic alterations generate new autonomous species. Moreover, the theory explains phylogenetic relations between cancers of the same tissue, because carcinogenesis is restricted by tissue-specific transcriptomes. The theory also solves paradoxes of other cancer theories. For example, ""aneuploidy"" of cancers is now said to be a ""paradox"" or ""cancer's fatal flaw,"" because aneuploidy impairs normal growth and development. But if the ""aneuploidies"" of cancers are in effect the karyotypes of new species, this paradox is solved.",https://pubmed.ncbi.nlm.nih.gov//21666415/,2021
[Breastcanceron a scar of excision of ectopic breast tissue: a case report].,"M Guèye, S M K Guèye, S Rault, V Ronzino, M Gharbi, C Renard, S Croce, C Mathelin, M Guèye, S M K Guèye, S Rault, V Ronzino, M Gharbi, C Renard, S Croce, C Mathelin","The cancerization of supernumerary breast is uncommon. So when this situation occurs, the diagnosis is often late. Cancers of ectopic breast tissue have been reported in the international literature, but to our knowledge, no cancer after excision of accessory breast gland has been published. This article describes a case of ectopic breast tissue cancer in axillary situation occurring several years after excision and details its specific diagnostic, therapeutic and prognosis.",https://pubmed.ncbi.nlm.nih.gov//21354849/,2022
"Secondary prevention of esophageal squamous cell carcinoma in areas where smoking, alcohol, and betel quid chewing are prevalent.","Chen-Shuan Chung, Yi-Chia Lee, Cheng-Ping Wang, Jenq-Yuh Ko, Wen-Lun Wang, Ming-Shiang Wu, Hsiu-Po Wang, Chen-Shuan Chung, Yi-Chia Lee, Cheng-Ping Wang, Jenq-Yuh Ko, Wen-Lun Wang, Ming-Shiang Wu, Hsiu-Po Wang","Esophageal cancer is ranked as the sixth most common cause of cancer death worldwide and has a substantial effect on public health. In contrast to adenocarcinoma arising from Barrett's esophagus in Western countries, the major disease phenotype in the Asia-Pacific region is esophageal squamous cell carcinoma which is attributed to the prevalence of smoking, alcohol, and betel quid chewing. Despite a multidisciplinary approach to treating esophageal cancer, the outcome remains poor. Moreover, field cancerization reveals that esophageal squamous cell carcinoma is closely linked with the development of head and neck cancers that further sub-optimize the treatment of patients. Therefore, preventive strategies are of paramount importance to improve the prognosis of this dismal disease. Since obstacles exist for primary prevention via risk factor elimination, the current rationale for esophageal cancer prevention is to identify high-risk groups at earlier stages of the disease, and encourage them to get a confirmatory diagnosis, prompt treatment, and intensive surveillance for secondary prevention. Novel biomarkers for identifying specific at-risk populations are under extensive investigation. Advances in image-enhanced endoscopy do not just substantially improve our ability to identify small precancerous or cancerous foci, but can also accurately predict their invasiveness. Research input from the basic sciences should be translated into preventive measures in order to decrease the disease burden of esophageal cancer.",https://pubmed.ncbi.nlm.nih.gov//20610142/,2018
"First Person: Arul Chinnaiyan, MD, PhD: Pathologist leads multipronged exploration ofcancer'smolecular drivers.","Carrie Printz, Carrie Printz",No abstract available,https://pubmed.ncbi.nlm.nih.gov//28263382/,2021
Heightened exposure: researchers promote exposomics to clarifycancer'scontributors.,"Bryn Nelson, Bryn Nelson",No abstract available,https://pubmed.ncbi.nlm.nih.gov//24339219/,2023
[Mechanism ofcancerinduction by radiation].,"H Tanooka, H Tanooka","The mechanism of radiation carcinogenesis was reviewed on the basis of recent knowledge on cancer-related mutation, oncogene-activation, and monoclonal origin of cancer. Evidence for the systemic suppression of cancerized cells in situ was presented from experimental data concerning whole-body vs. partial-body irradiation, and single vs. repeated irradiation.",https://pubmed.ncbi.nlm.nih.gov//6512997/,2021
Molecular and cellular biomarkers for fieldcancerizationand multistep process in head and neck tumorigenesis.,"V A Papadimitrakopoulou, D M Shin, W K Hong, V A Papadimitrakopoulou, D M Shin, W K Hong","One way to explain the development of head and neck cancer is through the theories of field cancerization, i.e., the exposure of an entire field of tissue to repeated carcinogenic insult, and multistep process, i.e., development of multiple cancers in a predisposed filed through a series of recognizable stages. Recent molecular genetic studies of histologically normal and premalignant epithelia of high-risk subjects and studies of malignant tumors in aerodigestive tract epithelia have identified a continuum of accumulated specific genetic alterations that possibly occur during the clonal evolution of tumors, namely, during the multistep process. Second primary or multiple primary tumors arise in the same fields as independent clones, with similar but unique molecular genetic and/or cellular alterations. Consequently, the assessment of these genetic and phenotypic alterations has been integrated into clinical chemoprevention trials in an effort to identify biomarkers that are also risk predictors and intermediate end points. This review covers candidate biomarkers of the processes of field cancerization and multistep tumor development in aerodigestive tract epithelia, including general and specific genetic markers, proliferation markers, and squamous differentiation markers.",https://pubmed.ncbi.nlm.nih.gov//8842479/,2016
RREB1 promotes the development of parafollicular carcinogenesis through the Ras-Raf-1-ELK3 signaling pathway.,"Shihong Ma, Hui Wang, Wanling Li, Zhe Yan, Xuanming Luo, Pinxiang Lu, Shihong Ma, Hui Wang, Wanling Li, Zhe Yan, Xuanming Luo, Pinxiang Lu","Thyroid cancer (TC) is the most common endocrine malignancy. Medullary thyroid carcinoma (MTC) is derived from parathyroid follicle cells (C cells) secrete calcitonin, accounting for approximately 5-10% of all thyroid cancers. The malignancy is between differentiated and undifferentiated thyroid cancer and undifferentiated thyroid cancer and has a relatively poor prognosis. In MTC tumor cells, RREB1 regulates the differentiation of parathyroid cells via RAS-Raf-1-ELK3 signaling and induce calcitonin secretion. Therefore, it is easy to induce parathyroid parafollicular cells canceration and medullary thyroid carcinoma. Here, we investigated the correlation between RREB1, RAS-Raf-1-ELK3 signaling pathway and medullary thyroid carcinoma with various phases. Our results suggest that RREB1 promotes parafollicular carcinoma through the Ras-Raf1-elk3 signaling pathway, providing a rationale to further investigate the role of RREB1 in parafollicular carcinoma. It provides theoretical guidance for the clinical treatment of medullary thyroid cancer.",https://pubmed.ncbi.nlm.nih.gov//35737446/,2023
[Current state and future perspectives of oncology care in Hungary based on epidemiologic data].,"Miklós Kásler, Miklós Kásler","The cancer mortality and morbidity data over the period of 1999-2003 in Hungary has been analyzed. The attempts for the harmonization of cancer care's organization between European Cancer Centers and Hungarian Cancer Centers will also be reviewed. Total cancer mortality of Hungary was found to be 33 530 persons in 2003. According to the cancer mortality data of 36 European countries the highest mortality rate were in Hungary for male in 1999. Hungary had the second place in the female cancer mortality in Europe. It has also been found that the Hungarian men had the highest rate tobacco related cancers (lung, oral cancers) in Europe. The trends of the cancer mortality for women is changed during the period 1999-2003. In 1999 breast cancer was the leading cause of cancer's death for women followed by colorectal and lung cancers. The lung cancer rates have been rising in Hungarian women and became the main cause of cancer death in 2002. The unfavorable cancer mortality trends in Hungary might be attributed to the high consumption of tobacco and alcohol, moreover the unsatisfactory care of cancer patients. The cancer mortality in Hungary could be reduced by the improvement of prevention, diagnosis and treatment of cancer patients. The European accreditation of the cancer control activities should be based on the network of Cancer Centers in Hungary. This accreditation of the Hungarian Cancer Centers is indispensable for the high quality of the care of cancer patients.",https://pubmed.ncbi.nlm.nih.gov//16136773/,2018
"""A quiet still voice that just touches"": music's relevance for adults living with life-threateningcancerdiagnoses.","Clare C O'Callaghan, Fiona McDermott, Natasha Michael, Barbara A Daveson, Peter L Hudson, John R Zalcberg, Clare C O'Callaghan, Fiona McDermott, Natasha Michael, Barbara A Daveson, Peter L Hudson, John R Zalcberg","Purpose:Music has historically aided health and loss-adaptation, however, cancer patients' experience of music for self-care is not well understood. This study examines adult cancer patients' views about music's role before and after diagnosis.Methods:Constructivist approach, with grounded theory informed design using convenience, snowball and theoretical sampling. Patients from Australian metropolitan cancer and hospice settings completed demographic questionnaires and participated in semi-structured interviews. Qualitative inter-rater reliability was applied.Results:Fifty-two patients reported comparable time spent experiencing music pre-post diagnosis. Music may remain incidental; however, many patients adapt music usage to ameliorate cancer's aversive effects. Patients often draw from their musical lives and explore unfamiliar music to: remain connected with pre-illness identities; strengthen capacity for enduring treatment, ongoing survival (even when knowing ""you're going to die""), or facing death; reframe upended worlds; and live enriched lives. Patients can ascribe human or physical properties to music when describing its transformative effects. Familiar lyrics maybe reinterpreted, and patients' intensified emotional reactions to music can reflect their threatened mortality. Sometimes music becomes inaccessible, elusive, and/or intensifies distress and is avoided. Families', friends' and professionals' recognition of patients' altered musical lives and music-based suggestions can extend patients' use of music for self-care.Conclusion:Health professionals can support patients by inquiring about their music behaviours and recognising that altered music usage may signify vulnerability. Although commonly recommended, hospital concerts and music broadcasts need sensitive delivery. Patients' preferred music should be available in diagnostic, treatment and palliative settings because it can promote endurance and life enrichment.",https://pubmed.ncbi.nlm.nih.gov//24287507/,2016
Cancer'sRisky Business. Educating Your Patients AboutCancerRisk Factors.,"Chris Pirschel, Chris Pirschel","ALTHOUGH IT'S IMPOSSIBLE TO PREDICT what can lead to cancer in any individual, researchers look at data compiled over many years to make confident decisions that certain behaviors, characteristics, and factors increase the risk of developing cancer. By discussing these factors with patients, oncology nurses can potentially reduce or identify their chances of developing future cancers.",https://pubmed.ncbi.nlm.nih.gov//30399236/,2016
A genetic explanation of Slaughter's concept of fieldcancerization: evidence and clinical implications.,"Boudewijn J M Braakhuis, Maarten P Tabor, J Alain Kummer, C René Leemans, Ruud H Brakenhoff, Boudewijn J M Braakhuis, Maarten P Tabor, J Alain Kummer, C René Leemans, Ruud H Brakenhoff","The concept of ""field cancerization"" was first introduced by Slaughter et al. [D. P, Slaughter et al., Cancer (Phila.), 6: 963-968, 1953] in 1953 when studying the presence of histologically abnormal tissue surrounding oral squamous cell carcinoma. It was proposed to explain the development of multiple primary tumors and locally recurrent cancer. Organ systems in which field cancerization has been described since then are: head and neck (oral cavity, oropharynx, and larynx), lung, vulva, esophagus, cervix, breast, skin, colon, and bladder. Recent molecular findings support the carcinogenesis model in which the development of a field with genetically altered cells plays a central role. In the initial phase, a stem cell acquires genetic alterations and forms a ""patch,"" a clonal unit of altered daughter cells. These patches can be recognized on the basis of mutations in TP53, and have been reported for head and neck, lung, skin, and breast cancer. The conversion of a patch into an expanding field is the next logical and critical step in epithelial carcinogenesis. Additional genetic alterations are required for this step, and by virtue of its growth advantage, a proliferating field gradually displaces the normal mucosa. In the mucosa of the head and neck, as well as the esophagus, such fields have been detected with dimensions of >7 cm in diameter, whereas they are usually not detected by routine diagnostic techniques. Ultimately, clonal divergence leads to the development of one or more tumors within a contiguous field of preneoplastic cells. An important clinical implication is that fields often remain after surgery of the primary tumor and may lead to new cancers, designated presently by clinicians as ""a second primary tumor"" or ""local recurrence,"" depending on the exact site and time interval. In conclusion, the development of an expanding preneoplastic field appears to be a critical step in epithelial carcinogenesis with important clinical consequences. Diagnosis and treatment of epithelial cancers should not only be focused on the tumor but also on the field from which it developed.",https://pubmed.ncbi.nlm.nih.gov//12702551/,2018
Photodynamic therapy for skin fieldcancerization: an international consensus. International Society for Photodynamic Therapy in Dermatology.,"L R Braathen, C A Morton, N Basset-Seguin, R Bissonnette, M J P Gerritsen, Y Gilaberte, P Calzavara-Pinton, A Sidoroff, H C Wulf, R-M Szeimies, L R Braathen, C A Morton, N Basset-Seguin, R Bissonnette, M J P Gerritsen, Y Gilaberte, P Calzavara-Pinton, A Sidoroff, H C Wulf, R-M Szeimies","Field cancerization is a term that describes the presence of genetic abnormalities in a tissue chronically exposed to a carcinogen. These abnormalities are responsible for the presence of multilocular clinical and sub-clinical cancerous lesions that explains the increased risks of multiple cancers in this area. With respect to the skin, this term is used to define the presence of multiple non-melanoma skin cancer, its precursors, actinic keratoses and dysplastic keratinocytes in sun exposed areas. The multiplicity of the lesions and the extent of the area influence the treatment decision. Providing at least equivalent efficacy and tolerability, field directed therapies are therefore often more worthwhile than lesion targeted approaches. Photodynamic therapy (PDT) with its selective sensitization and destruction of diseased tissue is one ideal form of therapy for this indication. In the following paper the use of PDT for the treatment of field cancerized skin is reviewed and recommendations are given for its use.",https://pubmed.ncbi.nlm.nih.gov//22220503/,2023
"Medicine. Tracing the steps of metastasis,cancer'smenacing ballet.","Jennifer Couzin, Jennifer Couzin",No abstract available,https://pubmed.ncbi.nlm.nih.gov//12586919/,2022
Cancer'sorphan generation. Medical experts increase the survival rates of teens and young adults.,"Katherine Hobson, Katherine Hobson",No abstract available,https://pubmed.ncbi.nlm.nih.gov//17225472/,2016
Cancer'sTrojan horse--tricking malignant cells to self-destruct.,"K Wong, K Wong",No abstract available,https://pubmed.ncbi.nlm.nih.gov//10538781/,2017
Leucocyte-migration-inhibition test in patients with colorectalcancer: clinicopathological correlations.,"P Burtin, C Pinset, E Chany, M C Fondaneche, G Chavanel, P Burtin, C Pinset, E Chany, M C Fondaneche, G Chavanel","Leucocyte-migration-inhibition test was used to study the immune reactions of leucocytes from 136 colorectal cancer patients, 43 patients with non-cancerous chronic colorectal diseases and 82 controls, with saline extracts of HT29 line. A positive inhibition was found in only 43% of colorectal cancer patients. It was higher in carcinomas of limited extension than in invasive ones (64% against 39%). Furthermore, operation by itself had a depressive effect on the reaction, as the positivity in 25 patients tested twice was 64% before operation and 32% after. Leucocytes from patients with non-cancerous chronic colorectal diseases gave many positive reactions (65%). The percentage of positivity was about the same for diseases with high, low or no risk of cancerization. Hence the antigen(s) of tumour extracts that react with patient's leucocytes are, at least partially, unrelated to cancer.",https://pubmed.ncbi.nlm.nih.gov//743487/,2016
Health in Africa: time to wake up tocancer'stoll.,"Scott A Murray, Elizabeth Grant, Faith Mwangi-Powell, Scott A Murray, Elizabeth Grant, Faith Mwangi-Powell",No abstract available,https://pubmed.ncbi.nlm.nih.gov//16223832/,2023
RX for social death: thecancerpatient as counselor.,"M A Kleiman, J E Mantell, E S Alexander, M A Kleiman, J E Mantell, E S Alexander","Cancer patients frequently encounter psychological problems distinct from those with other serious illnesses. Cancer's deadly nature and its drastic treatment often alienate patients from relatives and caregivers. The CanCervive program trained cancer patients to counsel other patients. They functioned as role models and provided opportunities for catharsis. Yet their own unresolved conflicts often led them to overidentify with patients. Volunteers lacked insight into their own feelings of stress at seeing dying patients and their own guilt over their relatively advantaged medical status. Despite this, they helped patients cope with their insecurities and dependency needs, and assisted with professional education.",https://pubmed.ncbi.nlm.nih.gov//891133/,2016
Screening and prevention of colorectalcancerin Haining County.,"S Q Zhang, S Q Zhang","From September 15, 1977, to April 15, 1978, 450, 477 persons over the age of 7 years were screened for schistosomiasis; a subgroup of 198,950 over 30 years were screened for colorectal cancer. Seventy-five malignant colorectal tumors were discovered in the latter group, a positive rate of 37.69 per 100,000 (seven were colonic cancers, 14 rectal cancers, 20 polyps with cancerous change, and 34 carcinoids). Of this group, 2701 had various types of polyps and 5242 had definitive diagnostic schistosomiasis. History, physical examination, and an occult blood test are simple, useful methods for detecting late colorectal cancer but are of no value in preventive screening of early cases. While digital rectal examination is an important, effective method of diagnosing rectal cancer, the positive rate is one tenth that of rectoscopy. It cannot be used for mass screening because the examining finger cannot tolerate such constant use and is too short to discover higher tumors. The sequence of colorectal cancerous change found in our center was from normal intestinal epithelium to tumorigenic polyps or colorectal ulcer, to polyps with anaplastic change, to polyps with local cancerous change, to adenocarcinoma. Cancer was seen more frequently in villous and adenomatous polyps; these are called precancerous stages of colorectal cancer. No relationship between schistosomiasis and colorectal cancer was found.",https://pubmed.ncbi.nlm.nih.gov//2581744/,2016
Diagnostic ultrasound in breastcancer: analysis of retrotumorous echo patterns correlated with sonic attenuation bycancerousconnective tissue.,"T Kobayashi, T Kobayashi","Echocardiographic diagnosis of breast cancer has been used in clinical medicine for the past several years. Echographic findings and characteristics suggesting differentiation between malignant and benign tumors have been reported by various investigators. These signs are analysed in correlation with histological findings, especially cancerous connective tissue and nonconnective tissue and retrotumorous shadow patterns in clinical echograms of various breast cancers. Special reference is made to ultrasound attenuation related to bioacoustical tissue characteristics. This casual mechanism provides a stepping-stone for further improvements in ultrasound apparatus designed for clinical diagnosis of breast cancer. Furthermore, it may stimulate basic research on the bioacoustical properties of ultrasound reflection, absorption, and velocity.",https://pubmed.ncbi.nlm.nih.gov//230202/,2017
Minimizing breastcancer'sspread.,,No abstract available,https://pubmed.ncbi.nlm.nih.gov//9745391/,2016
[Epidemiology and management of rare paediatric tumours within the framework of the French Society for ChildrenCancer].,"Y Réguerre, B Lacour, N André, L Claude, F Hameury, F Lavrand, N Kalfa, M Peuchmaur, D Orbach, Y Réguerre, B Lacour, N André, L Claude, F Hameury, F Lavrand, N Kalfa, M Peuchmaur, D Orbach","Less than 1% of cancer occurs in children. With the progress made by national and international cooperative groups 75% of them are actually cured. However some entities have an incidence so weak that we can't actually establish standardized therapeutics guidelines. To improve our knowledge on these rare tumours a national organisation become necessary as well as an international collaboration. A French rare tumour committee was created within the French Society for Children Cancer (SFCE). Others European countries have such organisation. The objectives of these tasks groups are to enhance our knowledge of the real incidence of these rare tumours, their evolution, and to propose therapeutic recommendations for each of them. This article focuses on the specific French organization for rare tumours treatment. It also describes the draft for the creation of a new data base for prospective registry of clinical, therapeutics and follow up data. To provide a better understanding of these pathologies, the ""Bulletin du Cancer's"" editorial board decided to regularly publish an update on a rare paediatric tumour in a specific section.",https://pubmed.ncbi.nlm.nih.gov//20813657/,2017
Could stroma contribute to fieldcancerization?,"Lin Ge, Wenxia Meng, Hongmei Zhou, Neil Bhowmick, Lin Ge, Wenxia Meng, Hongmei Zhou, Neil Bhowmick","The common oral diseases as well as oral cancer have the characteristic of field cancerization or field effect. Field cancerization, characterized by phenotypic and genetic changes in the neighboring cells of the frank cancer cells, is a clinical phenomenon first found in head and neck cancers. Field cancerization of the epithelia is currently a widely-accepted model in cancer biology as a manifestation of cancer progression. The concomitant changes in the tumor microenvironment have drawn more attention recently. Could the changes in the tumor microenvironment and the epithelial field cancerization concepts be linked? In view of the importance of stroma in the development of epithelium and evidence in carcinoma-associated stroma, we propose the question if stroma not only reciprocates the neoplastic changes of the epithelia, but also contributes to field cancerization. Actually one perspective paper pointed out that healing wound can influence the recurrence of field cancerization. In another words, the microenvironment of healing wound determines the prognosis of field cancerization. Based on the literatures published and our own work, we hypothesize a new model of field cancerization focusing on the co-evolution of the tumor microenvironment. We suggest that the microenvironment cannot be neglected when treating diseases with characteristics of field cancerization.",https://pubmed.ncbi.nlm.nih.gov//20149555/,2019
Researchers aim to stop tumor growth by shutting offcancer'sfuel supply.,"M J Friedrich, M J Friedrich",No abstract available,https://pubmed.ncbi.nlm.nih.gov//20233814/,2020
Cancer'srevelations: malignancies and therapies in a recent Chinese novel.,"Sabina Knight, Sabina Knight",No abstract available,https://pubmed.ncbi.nlm.nih.gov//21141801/,2021
Genomic medicine. Gene expression tests foretell breastcancer'sfuture.,"Ken Garber, Ken Garber",No abstract available,https://pubmed.ncbi.nlm.nih.gov//15031473/,2021
Skincancer'searly warning system.,"M C Fraser, D B McGuire, M C Fraser, D B McGuire",No abstract available,https://pubmed.ncbi.nlm.nih.gov//6567449/,2016
A case report of secondary parathyroid adenomatous hyperplasia with carcinoma.,"Simei Chen, Xin Sui, Bingxin Zhao, Zongjie Liu, Xinpeng Dai, Yang Ding, Simei Chen, Xin Sui, Bingxin Zhao, Zongjie Liu, Xinpeng Dai, Yang Ding","Introduction:Secondary parathyroid hyperplasia canceration is very rare and thus easily be overlooked during parathyroid ultrasound examination. However, secondary parathyroid hyperplasia still has the possibility of canceration, and it is still important to be alert to its occurrence when performing ultrasound examinations and clinical treatment.Patient concerns:A 49-years-old man visited our outpatient department with generalized weakness and pain in both lower extremities a month ago.Diagnosis:Hyperparathyroidism secondary to chronic renal failure.Interventions:The patient underwent ultrasound and other preoperative examinations. The preoperative ultrasound showed 3 parathyroid enlargements, 2 on the left and 1 on the right. The patient then underwent surgical treatment.Outcomes:Ultrasonography suggested the presence of 3 parathyroid hyperplasias, and ectopic right inferior parathyroid gland was visible during intraoperative examination. 10 days after surgery, the patient's Parathyroid Hormone returned to the normal range.Conclusion:Secondary parathyroid hyperplasia has the potential to become cancerous, so doctors should be alert to its occurrence when conducting ultrasound examinations. Ultrasound examination is the key to its diagnosis and subsequent treatment.",https://pubmed.ncbi.nlm.nih.gov//36401397/,2020
[Breastcancer'scausality analyzed through the Health Belief Model].,"Rose Meire Imanichi Fugita, Dulce Maria Rosa Gualda, Rose Meire Imanichi Fugita, Dulce Maria Rosa Gualda","The objective of this study was to explore the beliefs of a group of women regarding the causality of their breast cancer. Cultural Anthropology was the theoretical framework and Oral History the methodological choice. Interviews were performed with nine women who had been submitted to a mastectomy. The Health Beliefs Model was used as conceptual reference for a better understanding and explanation of these women's health behavior. The results highlighted certain aspects that need to be worked on in the educational process of women, in a more significant cultural context, with a higher chance of adherence to early diagnosis programs of breast cancer.",https://pubmed.ncbi.nlm.nih.gov//17310566/,2016
Various manifestations of early and minimally advanced gastriccancerin gastrointestinal series (GIS).,"H Saitoh, Y Okuno, M Suzuki, K Takasu, Y C Kim, S Mukaihara, M Kataoka, K Hayakawa, K Nishimura, H Saitoh, Y Okuno, M Suzuki, K Takasu, Y C Kim, S Mukaihara, M Kataoka, K Hayakawa, K Nishimura","Preoperative gastrointestinal series (GIS) have been used to assess the precise localization and extent of early and minimally advanced gastric cancers, which are sometimes difficult to define en face by endoscopy. The purpose of this study was to relate various GIS manifestations of gastric cancer with the pathological condition. We reviewed 99 gastric cancer cases (107 lesions), which were treated between 1992 and 1995, in which the lesions were depicted by GIS assisted by a nasogastric tube. The pathological conditions were determined from the resected specimens. Differences in anatomic location and in some morphological characteristics contribute to differences in histological classification. We conclude that lesion depiction by GIS assisted by nasogastric tube reflects the cancer's pathological characteristics, including histological type, malignant cycle, and modification by desmoplastic reaction.",https://pubmed.ncbi.nlm.nih.gov//9445146/,2022
In dogged pursuit ofcancer'sgenetic origins: researchers are using the increasedcancersusceptibility within specific dog breeds to benefit both canines and humans.,"Bryn Nelson, Bryn Nelson",No abstract available,https://pubmed.ncbi.nlm.nih.gov//24824473/,2019
Crackingcancer'scode. Tumor DNA holds the key to beating the disease.,"Alice Park, Alice Park",No abstract available,https://pubmed.ncbi.nlm.nih.gov//21682134/,2018
[The expression of MG7 corresponding antigen in gastrointestinal polyps and its relation withcancer].,"S Z Chen, S Z Chen","We studied 112 patients with polyps of the stomach, gallbladder and colorectum by immunohistochemical staining with monoclonal antibody (MG7) against gastric cancer and avidin-biotin complex (ABC) technique. The positive expression of the MG7-corresponding antigen (MG7-Ag) was 100%, 100%, and 60.0% respectively in villous, mixed and tubular polyps. A close correlation was shown between dysplasia of grade II and the positive expression of MG7-Ag (p < 0.05). The positive expression was significantly related to canceration (P < 0.025). No malignancy was found in 45 patients with negative expression. But 12 of 67 patients with positive expression developed cancers in 3 to 38 months. The patients with positive expression of MG7-Ag were high risk group developing cancer.",https://pubmed.ncbi.nlm.nih.gov//1339741/,2021
"Getting old isn't easy, especially whencancer'sinvolved.","Deborah Lindberg, Deborah Lindberg",No abstract available,https://pubmed.ncbi.nlm.nih.gov//25223197/,2020
Super competition as a possible mechanism to pioneer precancerous fields.,"Christa Rhiner, Eduardo Moreno, Christa Rhiner, Eduardo Moreno","Cancer is the result of sequential genetic changes over time that transform a cell into a malignant and ultimately invasive entity. The insight that cancerous cells arise from a series of mutations in oncogenes and tumor suppressors, commonly known as multistep carcinogenesis, has been conceptually elaborated and proven in the last 20 years. Although knowledge about late steps of cancerogenesis and disease progression has greatly advanced, the initial molecular events remain largely unknown. Basic research in Drosophila has started the quest to find early markers that detect initial clonal expansion of precancerous cells. These efforts were spurred by novel findings demonstrating that certain mutations transform cells into super-competitors that expand at the expense of the surrounding epithelial cells without inducing histological changes. This mechanism, discovered as super competition in the fly, might also lie at the heart of a clinical observation termed 'field cancerization'. This review aims to bring together current understanding from basic research on cell competition and clinical studies that have analyzed field characteristics to highlight parallels and possible connections.",https://pubmed.ncbi.nlm.nih.gov//19126656/,2020
